customer_id,recency_days,frequency,monetary,ticket_count,return_rate,abandoned_carts_30d,R_score,F_score,M_score,segment_name
CUST00299,133.0,6.0,13255.029317552757,1.0,0.16666666666666666,1,3,5,5,loyal_customers
CUST00300,137.0,1.0,1756.2774231948013,0.0,0.0,5,3,1,1,high_intent_abandoner
CUST00301,257.0,3.0,9411.718929208535,2.0,0.0,4,1,2,4,high_intent_abandoner
CUST00302,79.0,4.0,4180.742240421791,3.0,0.0,1,4,3,2,discount_sensitive_customers
CUST00303,32.0,4.0,8093.285045402992,1.0,0.25,5,5,3,4,loyal_customers
CUST00304,45.0,3.0,5763.395957191755,2.0,0.0,3,4,2,3,high_intent_abandoner
CUST00305,208.0,2.0,1742.2326160956227,1.0,0.0,1,2,1,1,dormant_customers
CUST00306,266.0,3.0,5647.470415764061,1.0,0.0,4,1,2,3,high_intent_abandoner
CUST00307,21.0,7.0,12629.572020083395,0.0,0.14285714285714285,2,5,5,5,champions
CUST00308,134.0,5.0,7752.543297787759,0.0,0.4,0,3,4,4,loyal_customers
CUST00309,83.0,3.0,5303.915195976817,0.0,0.0,4,4,2,2,high_intent_abandoner
CUST00310,68.0,4.0,7273.059608400379,2.0,0.0,0,4,3,3,loyal_customers
CUST00311,9.0,8.0,10315.741051127721,2.0,0.125,5,5,5,5,high_value_unhappy
CUST00312,89.0,1.0,3098.0018700334354,1.0,0.0,1,3,1,1,discount_sensitive_customers
CUST00313,24.0,4.0,4775.46039954054,1.0,0.25,3,5,3,2,discount_sensitive_customers
CUST00314,187.0,4.0,9732.091347675158,0.0,0.0,3,2,3,4,at_risk_customers
CUST00315,40.0,3.0,6104.259103880971,1.0,0.0,4,4,2,3,high_intent_abandoner
CUST00316,407.0,1.0,1002.6132818972453,1.0,0.0,1,1,1,1,dormant_customers
CUST00317,98.0,4.0,8245.891316606001,1.0,0.0,1,3,3,4,loyal_customers
CUST00318,345.0,5.0,5752.399007163394,0.0,0.2,0,1,4,3,at_risk_customers
CUST00319,232.0,2.0,1138.1515795035489,0.0,0.0,5,2,1,1,high_intent_abandoner
CUST00320,216.0,4.0,9838.914727379371,0.0,0.25,5,2,3,4,at_risk_customers
CUST00321,85.0,5.0,10463.756618016312,1.0,0.0,1,4,4,5,champions
CUST00322,999.0,0.0,0.0,2.0,0.0,2,1,1,1,dormant_customers
CUST00323,243.0,3.0,6912.896276657628,1.0,0.3333333333333333,3,2,2,3,high_intent_abandoner
CUST00324,26.0,4.0,6093.73977732555,1.0,0.0,5,5,3,3,loyal_customers
CUST00325,486.0,3.0,5186.600639786456,0.0,0.0,2,1,2,2,dormant_customers
CUST00326,26.0,4.0,9539.004896913037,1.0,0.5,5,5,3,4,loyal_customers
CUST00327,253.0,4.0,6267.924066986288,1.0,0.25,2,2,3,3,at_risk_customers
CUST00328,137.0,3.0,2142.7756788122415,1.0,0.0,0,3,2,1,discount_sensitive_customers
CUST00329,89.0,4.0,7312.424973160652,0.0,0.5,1,3,3,3,loyal_customers
CUST00330,13.0,7.0,11144.84308409537,2.0,0.0,0,5,5,5,high_value_unhappy
CUST00331,124.0,3.0,6861.410619668488,1.0,0.0,5,3,2,3,high_intent_abandoner
CUST00332,240.0,3.0,5217.168026725674,0.0,0.0,3,2,2,2,high_intent_abandoner
CUST00333,106.0,5.0,10396.041216695969,0.0,0.2,0,3,4,5,loyal_customers
CUST00334,91.0,1.0,1933.0211735124742,1.0,0.0,5,3,1,1,high_intent_abandoner
CUST00335,307.0,2.0,5119.584185829825,0.0,0.0,2,1,1,2,dormant_customers
CUST00336,234.0,5.0,9914.546256061547,1.0,0.0,0,2,4,4,at_risk_customers
CUST00337,5.0,2.0,3237.0292114884887,0.0,0.0,1,5,1,1,new_customers
CUST00338,170.0,6.0,13848.398957865433,0.0,0.0,0,2,5,5,at_risk_customers
CUST00339,309.0,3.0,5484.637707636362,0.0,0.0,1,1,2,2,dormant_customers
CUST00340,223.0,5.0,9263.482265964152,0.0,0.0,2,2,4,4,at_risk_customers
CUST00341,17.0,6.0,14914.938941397342,0.0,0.16666666666666666,1,5,5,5,champions
CUST00342,86.0,7.0,9139.409785177711,1.0,0.0,1,3,5,4,loyal_customers
CUST00343,273.0,4.0,8497.304935537708,1.0,0.0,5,1,3,4,at_risk_customers
CUST00344,206.0,5.0,7644.806166836001,1.0,0.0,1,2,4,4,at_risk_customers
CUST00345,156.0,3.0,9093.135858887,0.0,0.6666666666666666,5,2,2,4,high_intent_abandoner
CUST00346,380.0,1.0,2449.4459138788948,0.0,0.0,1,1,1,1,dormant_customers
CUST00347,92.0,1.0,2826.238507749156,3.0,0.0,3,3,1,1,high_intent_abandoner
CUST00348,310.0,4.0,6263.816380245563,1.0,0.0,4,1,3,3,at_risk_customers
CUST00349,44.0,4.0,7616.116851333483,1.0,0.0,5,4,3,4,loyal_customers
CUST00350,74.0,2.0,3676.1185469855477,0.0,0.0,3,4,1,2,high_intent_abandoner
CUST00351,189.0,2.0,4136.153329894567,0.0,0.5,0,2,1,2,dormant_customers
CUST00352,256.0,1.0,279.2478632095482,0.0,0.0,3,2,1,1,high_intent_abandoner
CUST00353,316.0,1.0,599.0805165600545,1.0,0.0,3,1,1,1,high_intent_abandoner
CUST00354,52.0,2.0,4254.807612066245,0.0,0.5,1,4,1,2,new_customers
CUST00355,221.0,1.0,1838.16137458002,0.0,0.0,0,2,1,1,dormant_customers
CUST00356,192.0,4.0,8331.656762052793,0.0,0.0,0,2,3,4,at_risk_customers
CUST00357,351.0,4.0,7478.98977740474,0.0,0.0,2,1,3,3,at_risk_customers
CUST00358,143.0,3.0,8783.802519063669,0.0,0.0,1,3,2,4,discount_sensitive_customers
CUST00359,7.0,4.0,6954.534009578117,0.0,0.0,3,5,3,3,loyal_customers
CUST00360,89.0,5.0,10654.421890384967,2.0,0.0,2,3,4,5,high_value_unhappy
CUST00361,232.0,1.0,691.0185202733898,1.0,0.0,2,2,1,1,dormant_customers
CUST00362,134.0,3.0,4426.20112081076,3.0,0.6666666666666666,5,3,2,2,high_intent_abandoner
CUST00363,285.0,6.0,9909.0062523507,0.0,0.16666666666666666,3,1,5,4,at_risk_customers
CUST00364,267.0,3.0,3073.3307816147026,0.0,0.0,0,1,2,1,dormant_customers
CUST00365,7.0,9.0,17025.241859732807,1.0,0.2222222222222222,1,5,5,5,champions
CUST00366,48.0,4.0,8262.182718276454,1.0,0.25,1,4,3,4,loyal_customers
CUST00367,316.0,4.0,6510.909562815013,0.0,0.5,3,1,3,3,at_risk_customers
CUST00368,588.0,1.0,3245.7793280638616,0.0,0.0,1,1,1,1,dormant_customers
CUST00369,100.0,3.0,4778.346317976392,2.0,0.0,4,3,2,2,high_intent_abandoner
CUST00370,54.0,3.0,6788.689781787292,2.0,0.6666666666666666,2,4,2,3,new_customers
CUST00371,28.0,6.0,9963.447970919977,1.0,0.0,2,5,5,4,champions
CUST00372,127.0,3.0,5731.581137098969,2.0,0.0,4,3,2,3,high_intent_abandoner
CUST00373,70.0,5.0,7871.081791871401,0.0,0.2,1,4,4,4,champions
CUST00374,243.0,2.0,4607.759009674867,1.0,0.5,0,2,1,2,dormant_customers
CUST00375,6.0,5.0,8175.456818817651,0.0,0.0,5,5,4,4,champions
CUST00376,113.0,7.0,11616.745595268767,3.0,0.42857142857142855,4,3,5,5,high_value_unhappy
CUST00377,139.0,3.0,6301.772384095479,1.0,0.0,4,3,2,3,high_intent_abandoner
CUST00378,122.0,3.0,6806.318027721021,1.0,0.6666666666666666,2,3,2,3,discount_sensitive_customers
CUST00379,120.0,5.0,11166.680833574934,0.0,0.0,0,3,4,5,loyal_customers
CUST00380,280.0,1.0,2767.6352294484172,1.0,0.0,0,1,1,1,dormant_customers
CUST00381,145.0,6.0,13755.450561651507,1.0,0.3333333333333333,1,3,5,5,loyal_customers
CUST00382,8.0,4.0,8620.741595482472,0.0,0.0,0,5,3,4,loyal_customers
CUST00383,69.0,6.0,14815.393936362192,0.0,0.16666666666666666,1,4,5,5,champions
CUST00384,30.0,6.0,7039.47499747993,1.0,0.16666666666666666,3,5,5,3,loyal_customers
CUST00385,13.0,3.0,4566.448952024684,1.0,0.0,4,5,2,2,high_intent_abandoner
CUST00386,1.0,1.0,1852.2362402135816,1.0,0.0,5,5,1,1,high_intent_abandoner
CUST00387,25.0,12.0,27428.130327131472,3.0,0.08333333333333333,5,5,5,5,high_value_unhappy
CUST00388,172.0,3.0,5819.3304006634335,0.0,0.3333333333333333,4,2,2,3,high_intent_abandoner
CUST00389,201.0,2.0,1623.3873885605055,1.0,0.0,1,2,1,1,dormant_customers
CUST00390,146.0,6.0,9370.881914496356,1.0,0.16666666666666666,1,3,5,4,loyal_customers
CUST00391,39.0,3.0,6949.862690416574,0.0,0.0,1,4,2,3,new_customers
CUST00392,28.0,5.0,5612.942436283427,1.0,0.6,4,5,4,3,loyal_customers
CUST00393,185.0,6.0,8411.368283161084,3.0,0.0,1,2,5,4,high_value_unhappy
CUST00394,195.0,1.0,1738.690677383199,0.0,0.0,4,2,1,1,high_intent_abandoner
CUST00395,113.0,4.0,8173.328239141978,0.0,0.5,5,3,3,4,loyal_customers
CUST00396,58.0,8.0,12604.122319681976,0.0,0.25,4,4,5,5,champions
CUST00397,212.0,3.0,2749.9230323874704,2.0,0.0,5,2,2,1,high_intent_abandoner
CUST00398,167.0,8.0,10107.243252324502,1.0,0.125,2,2,5,4,at_risk_customers
CUST00399,113.0,4.0,5266.445641276705,0.0,0.5,5,3,3,2,discount_sensitive_customers
CUST00400,152.0,2.0,4406.975800978929,1.0,0.0,2,2,1,2,dormant_customers
CUST00401,133.0,6.0,10993.731560903088,2.0,0.3333333333333333,3,3,5,5,high_value_unhappy
CUST00402,32.0,4.0,8863.42395463762,3.0,0.0,3,5,3,4,high_value_unhappy
CUST00403,37.0,4.0,9215.954037464848,1.0,0.0,5,4,3,4,loyal_customers
CUST00404,43.0,4.0,6385.4159536183615,0.0,0.0,0,4,3,3,loyal_customers
CUST00405,14.0,7.0,14832.608511770548,2.0,0.2857142857142857,1,5,5,5,high_value_unhappy
CUST00406,254.0,5.0,9118.003925079336,0.0,0.0,5,2,4,4,at_risk_customers
CUST00407,18.0,4.0,6760.606760838802,0.0,0.0,5,5,3,3,loyal_customers
CUST00408,483.0,3.0,3676.863489676003,3.0,0.3333333333333333,4,1,2,2,high_intent_abandoner
CUST00409,439.0,1.0,2548.3051953164754,0.0,0.0,0,1,1,1,dormant_customers
CUST00410,121.0,3.0,3894.1106191512185,1.0,0.0,2,3,2,2,discount_sensitive_customers
CUST00411,580.0,1.0,2220.9455874238347,0.0,0.0,4,1,1,1,high_intent_abandoner
CUST00412,147.0,3.0,5624.037022656128,1.0,0.0,5,3,2,3,high_intent_abandoner
CUST00413,41.0,5.0,6920.405080866634,1.0,0.2,0,4,4,3,loyal_customers
CUST00414,261.0,2.0,2351.6522152679477,0.0,0.5,5,1,1,1,high_intent_abandoner
CUST00415,52.0,3.0,5549.6462366322885,0.0,0.3333333333333333,2,4,2,3,new_customers
CUST00416,15.0,4.0,7418.76799900305,1.0,0.25,3,5,3,3,loyal_customers
CUST00417,134.0,4.0,5070.528076161888,0.0,0.0,1,3,3,2,discount_sensitive_customers
CUST00418,63.0,4.0,9063.354050505099,0.0,0.0,1,4,3,4,loyal_customers
CUST00419,12.0,3.0,4007.3676094130715,1.0,1.0,0,5,2,2,new_customers
CUST00420,12.0,7.0,9317.483618596812,1.0,0.14285714285714285,2,5,5,4,champions
CUST00421,123.0,5.0,9151.579685379109,1.0,0.0,0,3,4,4,loyal_customers
CUST00422,88.0,7.0,11972.973822641863,1.0,0.0,2,3,5,5,loyal_customers
CUST00423,273.0,2.0,3022.34467924995,1.0,0.0,2,1,1,1,dormant_customers
CUST00424,10.0,2.0,3572.029461875872,0.0,0.0,1,5,1,2,new_customers
CUST00425,146.0,4.0,7110.398742060331,0.0,0.25,3,3,3,3,loyal_customers
CUST00426,370.0,4.0,5436.454466928954,1.0,0.25,3,1,3,2,discount_sensitive_customers
CUST00427,171.0,6.0,8556.092998803344,1.0,0.0,4,2,5,4,at_risk_customers
CUST00428,164.0,3.0,6215.672480224373,1.0,0.0,2,2,2,3,dormant_customers
CUST00429,59.0,8.0,11037.890533143729,1.0,0.0,1,4,5,5,champions
CUST00430,207.0,1.0,1604.7086584074534,1.0,1.0,2,2,1,1,dormant_customers
CUST00431,88.0,2.0,3613.679960554007,1.0,0.0,5,3,1,2,high_intent_abandoner
CUST00432,38.0,4.0,10437.720756614055,0.0,0.25,4,4,3,5,loyal_customers
CUST00433,360.0,5.0,9146.659022998452,1.0,0.2,5,1,4,4,at_risk_customers
CUST00434,41.0,8.0,12751.04702046341,0.0,0.125,1,4,5,5,champions
CUST00435,141.0,4.0,6833.365459955154,0.0,0.0,2,3,3,3,loyal_customers
CUST00436,254.0,3.0,6789.215367889652,0.0,0.3333333333333333,3,2,2,3,high_intent_abandoner
CUST00437,290.0,2.0,3981.785258096499,1.0,0.0,3,1,1,2,high_intent_abandoner
CUST00438,74.0,4.0,6188.747096278623,0.0,0.0,4,4,3,3,loyal_customers
CUST00439,27.0,4.0,5860.694637556063,1.0,0.0,5,5,3,3,loyal_customers
CUST00440,281.0,2.0,2553.5672512364126,1.0,0.0,3,1,1,1,high_intent_abandoner
CUST00441,251.0,3.0,5586.115670485168,1.0,0.0,2,2,2,3,dormant_customers
CUST00442,103.0,7.0,9747.087428021354,1.0,0.14285714285714285,4,3,5,4,loyal_customers
CUST00443,250.0,8.0,15007.150234287705,2.0,0.0,5,2,5,5,high_value_unhappy
CUST00444,141.0,3.0,8055.320547612149,0.0,0.0,0,3,2,4,discount_sensitive_customers
CUST00445,33.0,5.0,10462.508490928256,0.0,0.2,4,5,4,5,champions
CUST00446,234.0,3.0,5285.954576683878,0.0,0.0,3,2,2,2,high_intent_abandoner
CUST00447,13.0,8.0,8216.749886519758,0.0,0.0,1,5,5,4,champions
CUST00448,3.0,2.0,3804.4142973736834,0.0,0.5,4,5,1,2,high_intent_abandoner
CUST00449,22.0,3.0,4278.551655973653,1.0,0.0,2,5,2,2,new_customers
CUST00450,147.0,2.0,6051.039668682113,2.0,0.0,5,3,1,3,high_intent_abandoner
CUST00451,266.0,2.0,4293.9502800606015,0.0,0.0,4,1,1,2,high_intent_abandoner
CUST00452,119.0,4.0,5884.887344704372,1.0,0.0,3,3,3,3,loyal_customers
CUST00453,20.0,6.0,13780.843958087968,2.0,0.16666666666666666,4,5,5,5,high_value_unhappy
CUST00454,216.0,3.0,6873.737746771247,1.0,0.3333333333333333,2,2,2,3,dormant_customers
CUST00455,90.0,6.0,8908.548985690168,0.0,0.0,2,3,5,4,loyal_customers
CUST00456,171.0,5.0,9482.472396367368,1.0,0.0,3,2,4,4,at_risk_customers
CUST00457,153.0,5.0,9221.295916411913,2.0,0.2,2,2,4,4,high_value_unhappy
CUST00458,999.0,0.0,0.0,4.0,0.0,3,1,1,1,high_intent_abandoner
CUST00459,148.0,4.0,10750.08974739618,1.0,0.5,4,2,3,5,at_risk_customers
CUST00460,246.0,5.0,8350.088152274986,1.0,0.2,4,2,4,4,at_risk_customers
CUST00461,94.0,6.0,7841.950902717508,0.0,0.0,0,3,5,4,loyal_customers
CUST00462,239.0,1.0,2777.727849925053,1.0,0.0,3,2,1,1,high_intent_abandoner
CUST00463,219.0,3.0,5128.016271508531,1.0,0.0,1,2,2,2,dormant_customers
CUST00464,235.0,6.0,8902.544318747463,1.0,0.16666666666666666,3,2,5,4,at_risk_customers
CUST00465,117.0,4.0,6997.522681210744,0.0,0.0,4,3,3,3,loyal_customers
CUST00466,999.0,0.0,0.0,2.0,0.0,5,1,1,1,high_intent_abandoner
CUST00467,156.0,2.0,1971.2330511910272,0.0,0.0,4,2,1,1,high_intent_abandoner
CUST00468,2.0,6.0,9462.724598433188,2.0,0.3333333333333333,2,5,5,4,high_value_unhappy
CUST00469,495.0,1.0,1493.3942208502997,1.0,0.0,0,1,1,1,dormant_customers
CUST00470,100.0,4.0,5180.946019685361,0.0,0.25,1,3,3,2,discount_sensitive_customers
CUST00471,39.0,7.0,10601.610411628111,1.0,0.14285714285714285,0,4,5,5,champions
CUST00472,140.0,6.0,8313.21182025576,0.0,0.16666666666666666,3,3,5,4,loyal_customers
CUST00473,167.0,3.0,3661.95910002969,0.0,0.0,5,2,2,2,high_intent_abandoner
CUST00474,91.0,2.0,3853.047769268899,1.0,0.0,3,3,1,2,high_intent_abandoner
CUST00475,142.0,5.0,10727.285707948315,1.0,0.2,4,3,4,5,loyal_customers
CUST00476,4.0,6.0,13838.850828692115,0.0,0.16666666666666666,2,5,5,5,champions
CUST00477,140.0,3.0,7697.924412676904,0.0,0.0,1,3,2,4,discount_sensitive_customers
CUST00478,63.0,5.0,8095.119476051897,1.0,0.6,5,4,4,4,champions
CUST00479,376.0,3.0,5343.063879591873,1.0,0.3333333333333333,2,1,2,2,dormant_customers
CUST00480,143.0,3.0,3006.4130830677123,1.0,0.0,1,3,2,1,discount_sensitive_customers
CUST00481,148.0,5.0,10582.77646197293,1.0,0.0,5,2,4,5,at_risk_customers
CUST00482,37.0,3.0,4202.715754012173,2.0,0.0,0,4,2,2,new_customers
CUST00483,51.0,4.0,5262.738235616447,1.0,0.0,4,4,3,2,discount_sensitive_customers
CUST00484,429.0,3.0,3041.043813860214,0.0,0.0,2,1,2,1,dormant_customers
CUST00485,295.0,4.0,7855.460911087668,0.0,0.25,3,1,3,4,at_risk_customers
CUST00486,32.0,4.0,6188.466010086193,0.0,0.25,4,5,3,3,loyal_customers
CUST00487,3.0,1.0,2369.8906361627405,1.0,0.0,1,5,1,1,new_customers
CUST00488,26.0,3.0,6130.214949779452,0.0,0.3333333333333333,5,5,2,3,high_intent_abandoner
CUST00489,133.0,5.0,10130.032793594393,1.0,0.2,4,3,4,4,loyal_customers
CUST00490,222.0,6.0,11010.646498783482,0.0,0.0,3,2,5,5,at_risk_customers
CUST00491,149.0,4.0,6075.100243772766,0.0,0.0,3,2,3,3,at_risk_customers
CUST00492,6.0,4.0,5607.283071715885,3.0,0.0,1,5,3,3,loyal_customers
CUST00493,48.0,6.0,11220.528860452878,1.0,0.3333333333333333,4,4,5,5,champions
CUST00494,87.0,6.0,8038.141862084222,0.0,0.0,2,3,5,4,loyal_customers
CUST00495,189.0,5.0,9767.921016014268,0.0,0.0,4,2,4,4,at_risk_customers
CUST00496,8.0,4.0,10839.232047292568,3.0,0.25,3,5,3,5,high_value_unhappy
CUST00497,129.0,4.0,7132.607626822419,0.0,0.0,5,3,3,3,loyal_customers
CUST00498,307.0,2.0,3495.462259599277,1.0,0.0,1,1,1,1,dormant_customers
CUST00499,76.0,5.0,7251.029980331119,3.0,0.0,0,4,4,3,loyal_customers
CUST00500,11.0,3.0,2964.036031372746,3.0,0.3333333333333333,0,5,2,1,new_customers
CUST00501,257.0,2.0,1840.967330906253,0.0,0.5,5,1,1,1,high_intent_abandoner
CUST00502,93.0,3.0,6010.890806586905,2.0,0.6666666666666666,4,3,2,3,high_intent_abandoner
CUST00503,83.0,6.0,12183.604187515353,2.0,0.3333333333333333,3,4,5,5,high_value_unhappy
CUST00504,298.0,2.0,1626.6889540446978,1.0,0.0,4,1,1,1,high_intent_abandoner
CUST00505,131.0,4.0,7914.599847151219,3.0,0.0,1,3,3,4,high_value_unhappy
CUST00506,338.0,3.0,7777.166302873787,0.0,0.0,2,1,2,4,dormant_customers
CUST00507,135.0,1.0,2914.8216029163423,0.0,0.0,0,3,1,1,discount_sensitive_customers
CUST00508,74.0,5.0,6899.294621934972,3.0,0.4,4,4,4,3,loyal_customers
CUST00509,357.0,1.0,2646.1688563359135,1.0,0.0,3,1,1,1,high_intent_abandoner
CUST00510,278.0,4.0,6703.925243998134,2.0,0.0,5,1,3,3,at_risk_customers
CUST00511,518.0,2.0,4539.542739378581,1.0,0.0,0,1,1,2,dormant_customers
CUST00512,303.0,2.0,5466.26638937578,3.0,0.0,0,1,1,2,dormant_customers
CUST00513,165.0,3.0,8656.804788565454,0.0,0.0,2,2,2,4,dormant_customers
CUST00514,25.0,3.0,8136.870388829046,0.0,0.3333333333333333,4,5,2,4,high_intent_abandoner
CUST00515,164.0,4.0,6496.4093622609425,0.0,0.0,2,2,3,3,at_risk_customers
CUST00516,42.0,6.0,10143.197267255753,1.0,0.16666666666666666,3,4,5,4,champions
CUST00517,17.0,5.0,6353.8236704806095,2.0,0.0,3,5,4,3,loyal_customers
CUST00518,36.0,4.0,8554.498511738395,0.0,0.0,4,4,3,4,loyal_customers
CUST00519,999.0,0.0,0.0,0.0,0.0,0,1,1,1,dormant_customers
CUST00520,70.0,7.0,9572.540737050922,1.0,0.0,1,4,5,4,champions
CUST00521,98.0,8.0,12982.204634816475,1.0,0.25,2,3,5,5,loyal_customers
CUST00522,11.0,3.0,4571.470596263322,0.0,0.0,0,5,2,2,new_customers
CUST00523,82.0,3.0,2587.673183265957,1.0,0.6666666666666666,5,4,2,1,high_intent_abandoner
CUST00524,309.0,3.0,5084.359730308932,1.0,0.0,3,1,2,2,high_intent_abandoner
CUST00525,107.0,4.0,10175.736644556433,0.0,0.0,3,3,3,4,loyal_customers
CUST00526,65.0,3.0,3542.3226474172297,1.0,0.6666666666666666,0,4,2,2,new_customers
CUST00527,22.0,4.0,4639.4180783116435,1.0,0.0,0,5,3,2,discount_sensitive_customers
CUST00528,109.0,5.0,8855.914316707996,0.0,0.4,5,3,4,4,loyal_customers
CUST00529,95.0,6.0,8142.551377136113,3.0,0.0,3,3,5,4,high_value_unhappy
CUST00530,3.0,4.0,8956.100977285132,0.0,0.25,2,5,3,4,loyal_customers
CUST00531,125.0,2.0,2356.009088192846,0.0,0.0,2,3,1,1,discount_sensitive_customers
CUST00532,56.0,4.0,6651.360412054292,0.0,0.0,0,4,3,3,loyal_customers
CUST00533,264.0,4.0,6799.327445774091,1.0,0.0,4,1,3,3,at_risk_customers
CUST00534,999.0,0.0,0.0,2.0,0.0,3,1,1,1,high_intent_abandoner
CUST00535,252.0,2.0,3569.5056208962797,1.0,0.0,1,2,1,2,dormant_customers
CUST00536,33.0,3.0,7902.188931156468,0.0,0.3333333333333333,3,5,2,4,high_intent_abandoner
CUST00537,287.0,5.0,9352.230051080744,0.0,0.4,2,1,4,4,at_risk_customers
CUST00538,156.0,4.0,6667.396329340196,0.0,0.0,2,2,3,3,at_risk_customers
CUST00539,610.0,1.0,482.3762948725838,1.0,0.0,1,1,1,1,dormant_customers
CUST00540,13.0,4.0,8630.260672605405,2.0,0.0,2,5,3,4,high_value_unhappy
CUST00541,28.0,5.0,7326.7929357442645,1.0,0.0,1,5,4,3,loyal_customers
CUST00542,59.0,8.0,10558.790517039033,0.0,0.125,2,4,5,5,champions
CUST00543,32.0,1.0,2806.0645210790453,0.0,0.0,5,5,1,1,high_intent_abandoner
CUST00544,999.0,0.0,0.0,1.0,0.0,1,1,1,1,dormant_customers
CUST00545,145.0,4.0,5691.911367088724,0.0,0.25,4,3,3,3,loyal_customers
CUST00546,26.0,9.0,19416.343128710796,0.0,0.2222222222222222,3,5,5,5,champions
CUST00547,201.0,7.0,13609.2968224311,0.0,0.14285714285714285,2,2,5,5,at_risk_customers
CUST00548,267.0,2.0,3415.043835503582,1.0,0.5,0,1,1,1,dormant_customers
CUST00549,3.0,4.0,6006.169527361404,0.0,0.0,1,5,3,3,loyal_customers
CUST00550,144.0,3.0,6017.734308552399,0.0,0.0,1,3,2,3,discount_sensitive_customers
CUST00551,0.0,3.0,5978.102367151405,2.0,0.0,1,5,2,3,new_customers
CUST00552,11.0,5.0,11578.827434039351,0.0,0.4,2,5,4,5,champions
CUST00553,110.0,6.0,11508.456949310532,2.0,0.16666666666666666,3,3,5,5,high_value_unhappy
CUST00554,398.0,2.0,2383.0808740620178,2.0,0.0,0,1,1,1,dormant_customers
CUST00555,3.0,2.0,5594.95153500104,1.0,0.0,1,5,1,3,new_customers
CUST00556,166.0,5.0,9140.1163279672,2.0,0.0,1,2,4,4,high_value_unhappy
CUST00557,316.0,6.0,10428.329473135112,1.0,0.16666666666666666,1,1,5,5,at_risk_customers
CUST00558,66.0,3.0,8201.214343065225,0.0,0.6666666666666666,5,4,2,4,high_intent_abandoner
CUST00559,157.0,4.0,5306.28438755507,2.0,0.25,1,2,3,2,discount_sensitive_customers
CUST00560,23.0,7.0,8135.798612300838,1.0,0.14285714285714285,0,5,5,4,champions
CUST00561,314.0,7.0,13425.741544120534,0.0,0.0,1,1,5,5,at_risk_customers
CUST00562,146.0,2.0,4857.55879619068,0.0,0.0,5,3,1,2,high_intent_abandoner
CUST00563,16.0,6.0,11684.299281762713,3.0,0.0,0,5,5,5,high_value_unhappy
CUST00564,16.0,4.0,9967.418382061884,0.0,0.0,0,5,3,4,loyal_customers
CUST00565,58.0,3.0,4868.7178097158185,0.0,0.0,1,4,2,2,new_customers
CUST00566,179.0,3.0,9061.272728705404,0.0,0.0,4,2,2,4,high_intent_abandoner
CUST00567,132.0,5.0,8620.027014880388,1.0,0.0,0,3,4,4,loyal_customers
CUST00568,26.0,4.0,7445.19225594515,0.0,0.0,4,5,3,3,loyal_customers
CUST00569,26.0,4.0,8510.190534326111,1.0,0.0,0,5,3,4,loyal_customers
CUST00570,130.0,4.0,8660.448636014735,1.0,0.0,5,3,3,4,loyal_customers
CUST00571,276.0,2.0,3024.0722173154127,2.0,0.0,2,1,1,1,dormant_customers
CUST00572,81.0,3.0,8735.33910390723,1.0,0.0,1,4,2,4,new_customers
CUST00573,222.0,5.0,4713.373298801877,1.0,0.2,2,2,4,2,discount_sensitive_customers
CUST00574,31.0,4.0,9218.407505632003,0.0,0.0,0,5,3,4,loyal_customers
CUST00575,46.0,10.0,18271.13946974836,0.0,0.1,2,4,5,5,champions
CUST00576,4.0,2.0,5366.491110732224,1.0,0.0,1,5,1,2,new_customers
CUST00577,150.0,1.0,3003.119416707177,1.0,0.0,1,2,1,1,dormant_customers
CUST00578,208.0,3.0,2838.3556432472024,1.0,0.0,0,2,2,1,dormant_customers
CUST00579,258.0,4.0,8332.438176410844,0.0,0.0,0,1,3,4,at_risk_customers
CUST00580,12.0,6.0,14759.29200607805,0.0,0.0,4,5,5,5,champions
CUST00581,9.0,4.0,3383.549048304696,2.0,0.0,3,5,3,1,discount_sensitive_customers
CUST00582,23.0,7.0,12344.11374287938,0.0,0.14285714285714285,2,5,5,5,champions
CUST00583,279.0,3.0,7075.1947910351855,0.0,0.0,4,1,2,3,high_intent_abandoner
CUST00584,164.0,4.0,7012.378058350228,0.0,0.25,2,2,3,3,at_risk_customers
CUST00585,262.0,3.0,3150.066707210436,1.0,0.3333333333333333,1,1,2,1,dormant_customers
CUST00586,11.0,5.0,10537.27442171577,1.0,0.2,0,5,4,5,champions
CUST00587,172.0,1.0,1988.57470905055,3.0,0.0,2,2,1,1,dormant_customers
CUST00588,59.0,6.0,8979.257163827291,0.0,0.3333333333333333,3,4,5,4,champions
CUST00589,23.0,5.0,9332.705504758125,0.0,0.2,1,5,4,4,champions
CUST00590,165.0,1.0,1075.6445207949882,0.0,0.0,5,2,1,1,high_intent_abandoner
CUST00591,207.0,3.0,3947.7864250459525,0.0,0.0,1,2,2,2,dormant_customers
CUST00592,89.0,6.0,12106.646769247684,1.0,0.0,4,3,5,5,loyal_customers
CUST00593,159.0,3.0,5441.496615721984,0.0,0.0,3,2,2,2,high_intent_abandoner
CUST00594,34.0,7.0,18920.373295225825,1.0,0.14285714285714285,1,5,5,5,champions
CUST00595,4.0,3.0,4144.080341144608,0.0,0.0,3,5,2,2,high_intent_abandoner
CUST00596,3.0,7.0,12641.045701760793,0.0,0.0,0,5,5,5,champions
CUST00597,246.0,5.0,10963.913603371782,1.0,0.0,5,2,4,5,at_risk_customers
